age,job,marital,education,housing,loan,month,duration,campaign,pdays,previous
37,services,single,basic.6y,yes,no,may,93,1,999,1
28,blue-collar,single,basic.4y,yes,no,may,182,1,999,0
36,admin.,single,high.school,no,yes,jul,248,2,999,0
41,admin.,married,university.degree,yes,yes,apr,240,3,999,0
36,self-employed,married,professional.course,no,no,jun,161,3,999,0
55,management,married,university.degree,yes,no,nov,280,2,999,0
32,admin.,single,university.degree,yes,no,aug,255,2,999,0
73,retired,divorced,basic.4y,yes,no,aug,273,2,999,1
61,admin.,married,unknown,no,no,may,173,3,9,2
47,admin.,married,university.degree,yes,no,jun,203,9,999,0
52,admin.,single,basic.4y,no,no,may,776,4,999,0
33,services,single,basic.9y,no,yes,may,426,9,999,0
31,admin.,divorced,university.degree,yes,yes,may,79,3,999,0
24,services,single,basic.9y,yes,no,jul,184,1,999,0
19,student,single,basic.9y,yes,no,sep,207,2,999,1
53,retired,divorced,high.school,no,yes,may,504,5,999,0
31,admin.,single,university.degree,yes,no,jul,72,1,999,0
35,blue-collar,married,basic.4y,no,no,jun,263,6,999,0
39,admin.,married,basic.4y,no,no,may,222,2,999,0
30,technician,single,professional.course,no,no,apr,73,2,999,0
23,blue-collar,single,high.school,no,no,may,380,2,999,1
28,blue-collar,single,basic.9y,yes,no,may,120,1,999,0
26,technician,married,basic.6y,no,yes,may,261,1,999,0
62,technician,married,unknown,no,no,mar,105,2,999,0
43,admin.,married,university.degree,yes,no,may,224,2,999,0
52,housemaid,married,basic.6y,no,no,aug,144,1,999,0
39,technician,married,university.degree,yes,no,may,407,1,999,0
38,technician,married,professional.course,yes,no,jul,185,1,999,0
30,self-employed,single,university.degree,no,no,aug,370,2,999,1
30,admin.,married,high.school,yes,no,nov,26,1,999,0
28,admin.,married,high.school,no,no,jun,151,1,999,0
32,technician,single,professional.course,yes,no,jul,128,1,999,0
54,self-employed,married,professional.course,no,no,may,252,2,999,0
24,technician,single,professional.course,no,no,may,421,2,999,0
45,technician,divorced,basic.9y,no,no,jul,80,2,999,0
34,blue-collar,divorced,basic.6y,yes,no,jul,1491,2,999,0
29,admin.,single,high.school,no,no,jun,433,4,999,0
25,services,single,high.school,no,no,jun,297,3,999,0
54,technician,single,university.degree,yes,no,may,333,1,999,1
32,blue-collar,single,basic.4y,no,no,may,902,1,999,0
37,admin.,single,university.degree,no,no,jul,36,2,999,0
34,management,married,university.degree,no,no,nov,75,1,999,0
59,blue-collar,divorced,basic.4y,no,yes,jul,84,6,999,0
32,services,married,basic.6y,yes,yes,jul,35,1,999,0
42,admin.,single,university.degree,no,no,jul,401,2,999,0
38,admin.,married,university.degree,no,no,jun,361,2,999,0
30,blue-collar,married,basic.9y,yes,no,may,55,1,999,1
48,retired,married,basic.4y,no,no,jul,110,4,999,0
39,technician,single,professional.course,yes,no,jun,182,4,999,0
40,admin.,single,university.degree,yes,no,jun,176,2,999,0
42,technician,divorced,professional.course,yes,no,aug,72,2,999,0
29,blue-collar,single,basic.9y,yes,no,may,107,2,999,0
31,admin.,married,university.degree,no,no,aug,119,9,999,0
32,admin.,single,university.degree,yes,yes,aug,1327,5,999,0
30,blue-collar,married,basic.6y,no,no,may,126,3,999,0
45,technician,single,professional.course,yes,no,may,37,2,999,0
35,technician,married,professional.course,no,no,may,161,2,999,0
54,admin.,married,university.degree,no,yes,sep,172,1,999,0
28,admin.,single,high.school,yes,no,mar,102,1,999,0
48,blue-collar,married,basic.9y,yes,no,may,57,2,999,1
49,technician,married,high.school,yes,no,may,418,2,999,0
58,management,married,university.degree,yes,no,jul,260,1,999,0
40,housemaid,single,university.degree,no,no,jun,126,3,999,0
32,blue-collar,married,basic.9y,yes,no,may,83,1,999,1
25,blue-collar,single,basic.6y,yes,no,may,109,5,999,0
32,admin.,married,high.school,yes,no,jul,19,1,999,0
57,unemployed,married,basic.4y,no,no,jun,651,1,999,0
31,technician,married,high.school,yes,yes,may,234,5,999,0
34,admin.,single,university.degree,yes,no,aug,667,1,999,0
47,admin.,single,university.degree,no,no,jul,108,1,999,0
29,admin.,married,high.school,no,no,may,206,1,999,0
53,admin.,married,university.degree,yes,no,aug,79,2,999,0
31,admin.,married,basic.9y,yes,no,jul,229,5,999,0
28,admin.,married,high.school,no,no,jul,249,1,999,0
40,blue-collar,married,basic.9y,yes,yes,jun,179,2,999,0
48,admin.,single,university.degree,yes,yes,jul,141,7,999,0
32,admin.,single,university.degree,no,yes,jun,13,11,999,0
43,admin.,single,university.degree,no,no,may,139,2,999,0
38,admin.,married,basic.9y,no,no,may,192,2,999,0
38,technician,single,university.degree,yes,yes,aug,572,1,999,0
46,admin.,married,high.school,no,no,jun,428,1,999,0
46,housemaid,married,high.school,yes,no,aug,130,1,999,0
36,blue-collar,married,basic.9y,no,no,jul,853,1,999,0
33,blue-collar,single,basic.9y,no,no,may,159,3,999,0
33,admin.,single,university.degree,yes,no,nov,152,1,999,0
39,management,married,university.degree,yes,no,aug,80,3,999,0
51,housemaid,married,basic.4y,no,no,jul,145,1,999,0
31,management,single,professional.course,yes,no,may,256,6,999,0
49,services,married,high.school,no,no,aug,565,1,999,0
30,blue-collar,married,basic.4y,no,no,nov,209,3,999,0
37,admin.,married,high.school,yes,no,jun,167,1,999,0
48,admin.,married,university.degree,no,no,nov,218,1,999,0
41,blue-collar,married,basic.9y,yes,no,jun,83,1,999,0
47,technician,married,basic.9y,no,no,may,83,3,999,0
35,blue-collar,divorced,high.school,no,yes,nov,159,2,999,1
29,entrepreneur,married,basic.6y,yes,yes,jul,286,3,999,0
46,blue-collar,married,basic.9y,yes,no,apr,188,1,999,0
43,technician,married,professional.course,yes,no,may,274,4,999,0
58,retired,married,basic.4y,no,no,aug,454,2,999,0
38,services,married,high.school,no,no,apr,52,2,999,0
38,admin.,married,basic.6y,yes,no,jul,135,3,999,0
37,services,single,professional.course,no,no,may,462,1,999,1
44,unemployed,married,university.degree,no,yes,may,19,17,999,0
31,technician,single,high.school,yes,yes,aug,559,2,999,0
39,admin.,married,university.degree,no,no,may,208,2,999,0
42,blue-collar,married,basic.4y,yes,yes,may,36,3,999,0
31,admin.,married,university.degree,no,no,may,245,3,999,0
36,blue-collar,married,professional.course,yes,yes,may,236,1,999,0
35,technician,single,university.degree,yes,no,jul,118,4,999,0
51,technician,married,professional.course,yes,no,nov,51,2,999,1
55,technician,divorced,professional.course,no,no,aug,700,1,999,0
49,self-employed,single,basic.9y,no,no,may,58,10,999,0
44,admin.,married,basic.6y,no,no,jul,212,3,999,0
26,admin.,single,high.school,no,no,jun,278,1,999,0
51,retired,married,basic.9y,yes,no,jul,109,2,999,0
62,retired,single,university.degree,yes,yes,may,112,1,999,0
32,blue-collar,single,basic.4y,yes,no,may,813,2,999,1
41,blue-collar,married,professional.course,yes,no,jun,591,6,999,0
28,entrepreneur,married,high.school,yes,no,may,61,6,999,0
39,entrepreneur,married,basic.6y,no,no,may,66,3,999,0
47,technician,married,professional.course,yes,no,jun,63,5,999,1
41,management,married,high.school,no,yes,may,129,2,999,0
38,admin.,married,high.school,yes,yes,aug,90,2,999,0
31,blue-collar,married,basic.6y,yes,no,may,153,1,999,0
58,retired,married,professional.course,no,no,jul,44,8,999,0
44,admin.,married,university.degree,yes,yes,jun,91,4,999,0
49,management,married,university.degree,no,no,nov,1036,2,999,0
54,blue-collar,married,basic.6y,no,no,jun,211,2,999,0
36,services,married,high.school,no,no,may,225,2,999,0
52,self-employed,single,university.degree,no,no,may,353,1,999,0
33,admin.,married,high.school,no,no,apr,220,6,999,0
31,self-employed,married,university.degree,yes,yes,jun,464,1,999,0
42,blue-collar,married,basic.4y,yes,no,may,361,1,999,1
60,retired,married,basic.6y,no,no,aug,79,1,999,0
31,admin.,single,university.degree,yes,no,jul,202,4,999,0
32,self-employed,single,university.degree,yes,no,nov,93,4,999,0
50,blue-collar,married,unknown,yes,no,jul,124,12,999,0
52,admin.,divorced,high.school,yes,no,jul,136,3,999,0
27,admin.,married,high.school,no,no,jul,84,3,999,0
33,unemployed,divorced,basic.9y,unknown,unknown,jul,385,1,999,0
27,student,single,university.degree,no,no,apr,227,1,999,1
52,admin.,married,university.degree,no,no,nov,278,2,999,0
31,blue-collar,married,basic.9y,yes,no,jul,151,1,999,0
54,housemaid,married,basic.4y,yes,no,aug,523,3,999,0
41,blue-collar,married,basic.6y,yes,no,may,37,3,999,0
34,technician,single,university.degree,no,yes,jul,164,5,999,0
33,technician,single,university.degree,no,no,nov,64,1,999,0
47,blue-collar,married,basic.4y,no,no,aug,134,5,999,0
49,unemployed,married,high.school,no,no,sep,292,1,999,0
36,entrepreneur,married,university.degree,yes,no,jul,191,2,999,0
38,blue-collar,single,basic.6y,no,no,nov,520,1,999,0
28,management,single,university.degree,yes,no,sep,368,1,999,0
53,technician,married,professional.course,yes,no,aug,190,1,999,0
47,admin.,married,high.school,yes,no,jul,247,4,999,0
38,entrepreneur,married,basic.9y,yes,no,jul,188,2,999,0
33,services,single,high.school,yes,no,may,281,1,999,1
33,admin.,married,university.degree,no,no,may,266,2,999,0
58,management,divorced,university.degree,yes,no,jul,75,4,999,0
41,admin.,divorced,high.school,yes,no,may,109,1,999,0
47,technician,divorced,high.school,yes,no,aug,56,5,999,0
45,unknown,married,unknown,no,no,jun,113,1,999,0
56,admin.,married,university.degree,yes,no,aug,125,2,999,0
36,technician,married,high.school,yes,no,may,290,5,999,0
86,retired,married,professional.course,no,no,dec,343,2,999,0
34,technician,married,university.degree,no,no,nov,183,2,999,1
40,blue-collar,married,high.school,yes,no,nov,144,1,999,0
26,student,single,high.school,no,no,aug,133,1,999,0
24,services,single,professional.course,yes,no,jul,55,1,999,0
51,services,married,high.school,no,no,aug,72,3,999,0
34,admin.,married,university.degree,yes,no,aug,193,1,999,0
40,services,divorced,high.school,no,no,may,456,1,999,0
27,admin.,single,high.school,no,no,jul,192,1,999,0
55,retired,divorced,professional.course,no,yes,may,217,2,999,0
31,admin.,married,high.school,yes,no,apr,399,1,999,0
57,blue-collar,divorced,basic.9y,no,no,nov,117,2,999,1
25,services,single,basic.9y,yes,no,jul,197,1,999,0
36,services,single,basic.9y,yes,no,may,501,2,999,0
33,technician,single,professional.course,no,no,aug,97,3,999,0
37,services,single,basic.9y,no,no,may,247,1,999,0
21,student,single,university.degree,yes,no,dec,379,3,6,1
27,services,single,professional.course,yes,no,jun,392,1,999,0
55,unemployed,married,basic.9y,no,yes,may,296,1,999,0
40,technician,married,basic.9y,yes,no,may,34,3,999,0
39,services,married,basic.9y,yes,no,nov,219,3,999,0
29,admin.,married,high.school,yes,no,may,556,1,999,0
52,admin.,married,university.degree,no,no,aug,268,1,999,0
47,technician,single,professional.course,yes,no,aug,396,3,999,0
38,services,married,high.school,no,no,may,483,2,999,0
59,retired,married,high.school,yes,no,aug,85,1,999,1
53,blue-collar,divorced,basic.4y,no,no,jun,193,1,999,0
59,blue-collar,married,basic.4y,no,no,may,293,1,999,0
26,unemployed,single,university.degree,yes,no,apr,184,1,999,0
47,blue-collar,single,basic.9y,yes,no,jul,89,2,999,0
31,blue-collar,married,basic.4y,no,no,may,116,1,999,0
36,self-employed,single,university.degree,no,no,nov,406,1,999,0
39,housemaid,married,basic.4y,yes,no,may,54,2,999,0
35,unknown,single,basic.4y,yes,yes,may,374,6,999,0
36,technician,married,high.school,yes,no,aug,630,6,999,0
46,entrepreneur,single,professional.course,yes,no,nov,8,1,999,0
41,blue-collar,married,unknown,no,no,jul,529,1,999,0
28,admin.,single,university.degree,yes,no,may,51,1,999,0
28,blue-collar,single,high.school,yes,no,apr,240,1,999,0
58,retired,divorced,professional.course,no,no,jul,85,2,999,0
32,unemployed,married,high.school,yes,no,nov,728,1,999,0
56,entrepreneur,married,university.degree,no,yes,may,1697,2,999,0
43,technician,single,professional.course,yes,no,may,138,8,999,0
48,blue-collar,married,professional.course,yes,yes,jun,12,24,999,0
44,admin.,married,university.degree,yes,no,jul,228,2,999,0
39,housemaid,married,basic.4y,no,no,jul,94,1,999,0
54,admin.,married,university.degree,yes,yes,nov,215,1,999,0
34,unknown,single,university.degree,yes,no,oct,182,2,999,0
41,admin.,married,high.school,no,no,may,356,2,999,0
36,admin.,married,university.degree,yes,no,jun,120,11,999,0
44,admin.,single,university.degree,yes,no,nov,124,1,999,0
27,admin.,single,university.degree,yes,no,may,172,1,999,0
49,management,married,university.degree,no,yes,nov,185,1,999,0
36,blue-collar,married,basic.4y,no,no,jul,753,4,999,0
33,technician,single,university.degree,yes,no,jul,359,2,999,0
32,blue-collar,married,basic.9y,yes,yes,may,159,1,999,0
33,blue-collar,married,basic.9y,no,no,may,428,1,999,0
42,admin.,single,university.degree,no,no,jul,268,2,999,0
44,management,married,university.degree,yes,no,aug,250,2,999,0
31,housemaid,married,university.degree,no,yes,jun,230,3,999,0
45,blue-collar,married,basic.6y,yes,no,may,107,2,999,0
41,admin.,married,university.degree,no,no,dec,213,1,999,0
32,blue-collar,married,basic.4y,yes,no,nov,292,2,999,1
54,technician,single,university.degree,no,no,jun,594,3,999,0
38,blue-collar,divorced,unknown,no,no,may,362,5,999,0
46,technician,married,professional.course,yes,no,jun,77,8,999,0
38,admin.,single,university.degree,yes,yes,may,221,1,999,0
51,blue-collar,married,basic.4y,yes,no,may,77,2,999,0
47,services,divorced,university.degree,yes,yes,may,336,1,15,3
27,admin.,single,high.school,yes,no,apr,108,1,999,0
59,blue-collar,divorced,basic.4y,yes,no,jul,254,3,999,0
45,blue-collar,single,university.degree,yes,no,jul,102,1,999,0
29,services,divorced,high.school,no,no,may,150,2,999,1
40,admin.,married,university.degree,no,no,aug,154,2,999,0
33,blue-collar,married,basic.4y,yes,no,jun,61,23,999,0
27,technician,married,university.degree,yes,no,jul,459,1,999,0
42,services,married,high.school,yes,yes,jul,302,2,999,0
42,admin.,married,university.degree,yes,no,nov,75,2,4,1
60,admin.,married,university.degree,yes,no,mar,558,1,999,0
29,technician,divorced,high.school,no,no,jul,191,1,999,0
34,blue-collar,divorced,high.school,yes,no,oct,160,1,999,0
31,admin.,single,high.school,yes,yes,may,239,2,999,0
33,services,divorced,high.school,yes,yes,may,88,3,999,0
43,blue-collar,married,unknown,yes,no,nov,355,6,999,0
32,admin.,married,high.school,no,no,may,104,1,999,1
38,blue-collar,married,unknown,no,no,jul,618,1,999,0
35,management,single,unknown,yes,yes,jul,408,3,999,0
57,self-employed,married,university.degree,no,no,aug,102,3,999,0
29,self-employed,married,university.degree,no,no,jul,215,3,999,0
46,blue-collar,married,basic.4y,no,yes,may,125,1,999,0
30,admin.,married,university.degree,yes,yes,apr,82,6,999,0
45,technician,married,high.school,no,no,may,81,2,999,0
42,blue-collar,married,basic.4y,no,no,may,306,1,999,0
32,unknown,single,basic.9y,yes,no,nov,302,1,999,1
50,admin.,married,professional.course,yes,yes,may,151,1,999,0
36,blue-collar,married,basic.6y,no,no,jun,183,5,999,0
52,blue-collar,married,basic.4y,no,yes,may,79,19,999,0
36,admin.,single,university.degree,no,yes,jul,35,11,999,0
26,admin.,single,university.degree,no,no,aug,1087,1,3,1
56,housemaid,married,basic.4y,yes,no,may,81,2,999,0
39,blue-collar,married,basic.6y,no,no,may,231,1,999,0
39,admin.,married,high.school,no,no,jul,184,2,999,0
43,admin.,single,university.degree,yes,no,may,48,1,999,0
35,technician,married,university.degree,yes,no,nov,63,2,999,0
43,admin.,married,high.school,no,no,jul,41,2,999,0
53,retired,single,basic.4y,yes,no,jun,107,3,999,0
53,retired,divorced,university.degree,yes,no,may,172,2,999,1
57,admin.,married,university.degree,no,no,jul,38,15,999,0
57,blue-collar,married,basic.9y,yes,no,may,399,1,999,0
44,blue-collar,divorced,basic.6y,no,no,may,877,3,999,0
26,admin.,single,high.school,yes,no,jun,223,2,999,0
27,admin.,single,university.degree,yes,no,aug,287,1,6,1
49,unemployed,divorced,university.degree,yes,yes,jul,133,5,999,0
25,blue-collar,single,basic.9y,yes,no,jul,111,1,999,0
50,technician,married,university.degree,yes,no,mar,809,1,999,0
28,student,single,high.school,no,no,oct,280,1,999,0
30,technician,single,university.degree,no,yes,may,39,1,999,0
56,technician,divorced,university.degree,no,yes,jul,13,2,999,0
43,admin.,married,university.degree,no,no,nov,97,1,999,0
57,retired,married,unknown,yes,no,may,529,4,999,0
40,technician,married,professional.course,yes,no,may,360,1,999,0
36,blue-collar,single,basic.6y,yes,no,jul,423,1,999,0
39,technician,married,unknown,yes,yes,may,171,1,999,1
39,services,married,high.school,yes,no,nov,116,2,999,0
33,admin.,married,high.school,no,no,aug,207,3,15,1
50,entrepreneur,married,basic.4y,yes,no,jul,175,3,999,0
33,admin.,married,high.school,no,no,may,159,3,999,0
36,blue-collar,married,basic.9y,no,yes,jun,920,1,999,0
33,blue-collar,married,basic.4y,no,no,may,21,11,999,0
27,blue-collar,single,high.school,no,no,oct,253,1,999,2
57,blue-collar,divorced,basic.6y,yes,no,jul,256,5,999,0
43,technician,single,university.degree,no,yes,nov,122,5,999,0
28,unknown,single,basic.9y,no,no,may,298,1,999,0
34,technician,divorced,unknown,no,no,jul,40,7,999,0
47,blue-collar,single,basic.9y,yes,no,jul,318,1,999,0
33,admin.,single,high.school,yes,no,may,68,2,999,0
54,technician,married,university.degree,no,no,jun,71,4,999,0
52,blue-collar,married,basic.9y,no,no,jul,393,3,999,0
33,technician,single,university.degree,no,no,aug,302,3,999,0
54,admin.,married,high.school,no,no,apr,220,1,12,1
29,services,divorced,high.school,yes,no,may,548,1,999,0
41,self-employed,divorced,university.degree,no,no,jul,81,10,999,0
53,unemployed,married,basic.9y,yes,no,nov,248,2,999,0
43,blue-collar,married,basic.9y,no,no,may,155,1,999,0
54,retired,married,high.school,no,no,may,119,10,999,0
53,admin.,divorced,university.degree,yes,no,nov,551,1,999,0
31,admin.,married,university.degree,yes,no,aug,67,1,999,0
42,services,married,professional.course,yes,no,may,103,2,999,1
43,self-employed,divorced,university.degree,yes,no,jun,363,4,999,0
56,services,married,high.school,no,no,nov,156,1,999,0
39,blue-collar,divorced,basic.9y,no,no,may,46,1,999,0
30,blue-collar,married,professional.course,no,no,may,1357,4,999,1
46,admin.,divorced,high.school,unknown,unknown,jul,297,1,999,0
31,blue-collar,single,high.school,no,no,may,465,1,999,1
58,technician,married,high.school,yes,yes,aug,64,1,999,0
52,technician,divorced,university.degree,no,no,jun,184,3,999,0
60,admin.,married,university.degree,no,no,jun,521,11,999,0
31,technician,single,university.degree,yes,yes,nov,118,2,999,0
35,admin.,divorced,high.school,yes,no,apr,216,3,999,1
31,admin.,divorced,high.school,no,yes,jun,28,4,999,0
45,housemaid,married,professional.course,no,no,may,74,2,999,0
33,technician,married,professional.course,yes,no,jul,9,17,999,0
32,technician,married,university.degree,yes,no,aug,67,1,999,0
26,self-employed,married,university.degree,yes,yes,jul,45,3,999,0
28,admin.,single,university.degree,no,no,mar,411,2,999,0
27,technician,single,basic.9y,yes,no,apr,149,1,999,0
30,services,single,high.school,no,no,may,75,1,999,1
28,admin.,single,high.school,yes,no,jun,359,1,999,2
53,admin.,married,university.degree,yes,no,sep,81,5,999,0
53,blue-collar,married,basic.9y,no,yes,apr,26,1,999,1
31,blue-collar,married,basic.6y,no,no,may,680,1,6,1
28,management,single,university.degree,yes,no,may,245,1,999,0
55,housemaid,married,basic.4y,no,no,apr,197,1,999,0
35,self-employed,married,university.degree,no,no,may,293,1,999,0
24,unknown,single,university.degree,yes,no,jun,728,1,999,0
41,technician,married,professional.course,yes,no,apr,466,5,999,1
26,entrepreneur,married,basic.9y,yes,no,oct,5,1,999,0
48,services,married,high.school,yes,no,may,189,1,999,0
24,technician,married,professional.course,yes,no,may,99,4,999,0
38,technician,married,professional.course,yes,no,nov,240,1,999,1
38,admin.,married,high.school,yes,no,oct,108,1,999,0
33,blue-collar,married,basic.9y,yes,no,apr,253,3,999,2
41,blue-collar,married,unknown,yes,no,jul,285,1,999,0
40,management,married,university.degree,yes,no,apr,254,1,999,0
29,unemployed,single,university.degree,yes,no,jun,198,1,999,0
34,technician,married,university.degree,unknown,unknown,aug,81,2,999,0
41,admin.,married,university.degree,yes,no,may,121,5,999,0
25,admin.,single,unknown,yes,no,nov,381,1,999,1
31,admin.,single,university.degree,yes,no,aug,191,2,999,0
34,admin.,single,university.degree,no,yes,may,110,4,999,0
44,blue-collar,married,basic.9y,yes,no,may,58,1,999,1
28,admin.,single,high.school,no,no,jul,72,14,999,0
47,admin.,divorced,high.school,no,no,jun,23,2,999,0
60,blue-collar,married,basic.9y,yes,no,may,193,1,999,1
30,admin.,married,university.degree,yes,yes,sep,475,5,999,0
38,admin.,married,basic.9y,yes,no,may,150,1,999,0
36,admin.,married,university.degree,yes,no,jun,115,2,999,0
31,admin.,divorced,university.degree,yes,no,aug,367,2,999,0
35,management,single,university.degree,yes,yes,nov,293,2,999,1
28,technician,married,basic.9y,yes,no,jul,83,2,999,0
44,blue-collar,single,basic.6y,yes,no,jul,229,3,999,0
43,services,married,basic.6y,yes,yes,jul,405,3,999,0
48,services,married,high.school,yes,no,jul,49,6,999,0
35,admin.,married,university.degree,no,no,nov,630,1,999,0
31,management,single,university.degree,yes,no,nov,140,1,999,0
38,blue-collar,married,basic.9y,yes,no,may,100,1,999,0
35,blue-collar,single,high.school,yes,no,may,33,5,999,0
35,admin.,married,university.degree,no,no,aug,45,3,999,0
33,services,married,high.school,no,no,nov,158,1,999,0
54,management,married,university.degree,yes,no,nov,68,2,999,0
17,student,single,basic.9y,yes,no,aug,182,2,999,2
38,admin.,divorced,high.school,no,no,may,326,1,999,0
72,retired,married,university.degree,no,no,nov,111,1,999,0
45,blue-collar,married,basic.4y,no,no,may,101,1,999,0
42,blue-collar,married,basic.4y,no,no,apr,557,1,999,0
59,admin.,married,university.degree,yes,no,aug,443,3,999,0
49,management,married,university.degree,yes,no,apr,387,1,999,0
38,admin.,married,university.degree,no,no,aug,154,1,999,0
51,admin.,divorced,university.degree,yes,no,may,213,1,999,0
48,services,divorced,high.school,yes,no,nov,90,1,999,0
29,admin.,single,high.school,yes,no,jul,126,1,999,0
34,blue-collar,married,basic.9y,no,no,may,427,1,999,0
37,services,married,high.school,yes,yes,apr,398,2,999,0
34,blue-collar,married,basic.9y,yes,no,may,116,1,999,0
47,services,married,high.school,no,no,may,109,2,999,0
47,blue-collar,married,basic.4y,no,yes,may,93,1,999,0
40,admin.,single,high.school,no,no,jun,97,1,999,0
36,blue-collar,married,basic.9y,no,no,nov,768,3,999,0
44,blue-collar,married,basic.6y,no,no,may,611,2,999,0
49,unemployed,married,basic.4y,yes,no,aug,155,2,999,0
35,technician,divorced,basic.4y,yes,no,nov,385,3,4,2
37,self-employed,married,high.school,no,no,may,833,8,999,0
27,blue-collar,single,high.school,yes,no,jul,55,1,999,0
70,retired,married,basic.4y,yes,no,mar,61,6,999,1
45,admin.,married,high.school,yes,no,aug,128,1,999,0
43,entrepreneur,married,basic.4y,yes,no,nov,145,2,999,0
58,housemaid,married,basic.4y,no,no,may,324,3,999,0
37,technician,married,professional.course,yes,no,jun,296,1,999,0
53,management,married,university.degree,yes,no,may,209,3,999,0
34,unemployed,single,high.school,yes,no,may,179,5,999,0
35,blue-collar,married,basic.9y,yes,no,jul,85,2,999,0
47,management,married,basic.4y,no,yes,jun,74,2,999,0
43,entrepreneur,married,basic.9y,yes,no,jul,174,1,999,0
33,admin.,single,university.degree,no,no,aug,192,1,999,0
31,admin.,single,high.school,no,no,jul,90,1,999,0
39,blue-collar,married,unknown,no,no,apr,79,1,999,0
58,management,married,university.degree,no,no,may,205,2,999,0
35,admin.,married,university.degree,yes,no,may,150,1,999,0
37,admin.,married,high.school,no,yes,may,3,3,999,0
34,admin.,married,university.degree,yes,no,may,135,1,999,0
40,technician,married,professional.course,yes,no,aug,256,6,999,0
52,technician,married,basic.9y,no,no,may,764,7,999,0
70,retired,divorced,basic.9y,no,no,dec,220,2,999,0
30,unemployed,married,high.school,no,no,may,417,1,3,1
53,self-employed,married,university.degree,no,yes,may,141,3,6,1
41,unemployed,married,university.degree,no,no,jun,238,2,999,0
44,blue-collar,single,basic.6y,yes,no,jun,67,1,999,0
40,technician,married,professional.course,yes,no,nov,147,1,999,1
43,unemployed,married,basic.9y,yes,yes,nov,252,3,999,0
32,management,married,university.degree,yes,no,nov,104,3,999,0
42,management,married,university.degree,yes,yes,aug,634,1,999,0
31,blue-collar,married,basic.4y,yes,yes,jun,519,3,999,0
26,services,single,basic.9y,yes,no,may,165,2,999,1
48,services,married,basic.4y,yes,no,nov,218,1,999,0
39,admin.,single,high.school,no,no,jun,29,1,999,0
42,services,married,university.degree,unknown,unknown,jun,122,1,999,1
34,admin.,single,university.degree,yes,no,aug,1934,2,999,0
49,services,divorced,basic.6y,yes,yes,jul,112,3,999,0
32,services,single,university.degree,yes,no,oct,375,2,999,2
32,admin.,single,university.degree,no,no,jul,179,3,999,0
28,services,married,high.school,no,no,jul,15,14,999,0
55,retired,married,professional.course,no,yes,jun,107,4,999,0
51,admin.,married,basic.9y,yes,no,may,18,6,6,2
37,admin.,married,high.school,no,no,may,868,1,999,0
59,self-employed,married,professional.course,yes,no,apr,274,5,999,0
45,admin.,married,university.degree,no,no,jul,242,5,999,0
52,admin.,single,basic.9y,no,no,may,264,2,999,0
40,blue-collar,married,basic.6y,yes,no,nov,1057,1,999,0
28,student,single,high.school,unknown,unknown,may,97,2,999,0
46,admin.,married,high.school,no,no,jun,490,6,999,0
59,retired,unknown,university.degree,no,no,may,253,1,999,0
33,admin.,married,university.degree,yes,no,aug,63,3,999,0
41,admin.,married,high.school,no,no,apr,160,1,999,0
55,admin.,married,university.degree,yes,yes,nov,63,1,999,0
43,management,married,university.degree,yes,no,nov,51,4,999,0
40,blue-collar,married,basic.9y,no,no,nov,215,1,999,1
38,unknown,married,unknown,yes,no,may,270,1,999,0
51,blue-collar,divorced,basic.9y,no,no,may,119,2,999,0
30,self-employed,single,university.degree,yes,no,aug,176,2,999,0
57,blue-collar,divorced,basic.4y,no,no,jun,233,1,12,1
36,blue-collar,married,basic.9y,yes,no,may,227,1,999,0
42,entrepreneur,single,university.degree,yes,no,nov,61,1,999,0
26,blue-collar,single,basic.9y,yes,no,may,149,1,999,0
47,admin.,married,university.degree,no,no,may,408,2,999,0
46,admin.,divorced,university.degree,yes,no,may,318,6,999,0
31,admin.,married,university.degree,yes,no,may,99,1,999,0
39,services,single,university.degree,yes,no,nov,43,3,999,0
40,blue-collar,married,unknown,no,no,may,337,2,999,0
30,technician,married,professional.course,no,yes,jun,169,1,999,0
33,admin.,married,high.school,yes,no,jul,58,2,999,0
34,admin.,divorced,university.degree,no,no,nov,150,1,999,0
41,technician,married,basic.9y,yes,no,may,210,2,999,0
38,blue-collar,married,basic.6y,yes,no,may,135,2,999,0
38,blue-collar,single,basic.9y,yes,no,jun,101,1,999,0
36,services,single,high.school,no,no,may,145,1,999,0
43,unemployed,divorced,basic.9y,no,no,jul,398,7,999,0
34,admin.,single,university.degree,yes,no,aug,298,1,999,0
69,technician,married,professional.course,yes,no,oct,189,1,999,0
27,self-employed,married,university.degree,yes,no,may,240,1,999,0
33,blue-collar,married,basic.9y,yes,no,may,194,1,999,1
32,management,single,university.degree,yes,yes,may,326,3,999,1
39,technician,married,professional.course,yes,yes,nov,501,1,999,0
47,admin.,single,university.degree,no,no,nov,193,1,999,0
36,blue-collar,married,basic.9y,yes,yes,may,55,1,999,0
62,blue-collar,married,basic.4y,yes,yes,nov,152,1,999,0
40,services,married,high.school,no,no,may,307,1,999,0
46,services,married,basic.9y,yes,no,aug,59,5,999,0
30,blue-collar,single,professional.course,no,no,aug,293,1,9,1
47,admin.,married,university.degree,yes,no,nov,70,2,999,0
44,technician,married,professional.course,yes,no,may,200,3,999,0
54,housemaid,unknown,basic.4y,yes,no,jul,198,13,999,0
